Data,Open,High,Low,Close
11/08/2023 09:35:00,121.170,121.270,121.065,121.175
11/08/2023 09:30:00,121.085,121.300,120.980,121.135
11/08/2023 09:25:00,121.115,121.140,121.045,121.115
11/08/2023 09:20:00,121.095,121.205,121.050,121.070
11/08/2023 09:15:00,120.910,121.130,120.910,121.110
11/08/2023 09:10:00,120.865,120.910,120.850,120.900
11/08/2023 09:05:00,120.720,120.905,120.685,120.900
11/08/2023 09:00:00,120.680,120.745,120.200,120.710
10/08/2023 17:50:00,120.460,120.515,120.445,120.490
10/08/2023 17:45:00,120.505,120.520,120.440,120.440
10/08/2023 17:40:00,120.560,120.585,120.485,120.515
10/08/2023 17:35:00,120.560,120.580,120.530,120.575
10/08/2023 17:30:00,120.685,120.685,120.525,120.555
