time,open,high,low,close
2023-01-02 12:55:00,116086.0,116247.0,116070.0,116215.0
2023-01-02 13:00:00,116220.0,116236.0,116037.0,116140.0
2023-01-02 13:05:00,116145.0,116457.0,116140.0,116360.0
2023-01-02 13:10:00,116360.0,116403.0,116070.0,116097.0
2023-01-02 13:15:00,116091.0,116156.0,116021.0,116145.0
2023-01-02 13:20:00,116145.0,116188.0,116064.0,116080.0
2023-01-02 13:25:00,116086.0,116134.0,116037.0,116134.0
2023-01-02 13:30:00,116134.0,116156.0,115833.0,115930.0
2023-01-02 13:35:00,115924.0,115994.0,115871.0,115924.0
2023-01-02 13:40:00,115919.0,115967.0,115849.0,115957.0
2023-01-02 13:45:00,115951.0,115984.0,115881.0,115930.0
2023-01-02 13:50:00,115930.0,115973.0,115881.0,115924.0
2023-01-02 13:55:00,115924.0,115941.0,115871.0,115903.0
2023-01-02 14:00:00,115898.0,115930.0,115661.0,115698.0
2023-01-02 14:05:00,115698.0,115833.0,115612.0,115752.0
2023-01-02 14:10:00,115752.0,115860.0,115720.0,115801.0
2023-01-02 14:15:00,115806.0,115876.0,115779.0,115838.0
2023-01-02 14:20:00,115838.0,115871.0,115709.0,115844.0
2023-01-02 14:25:00,115849.0,116172.0,115768.0,116097.0
2023-01-02 14:30:00,116097.0,116140.0,115898.0,115962.0
2023-01-02 14:35:00,115957.0,116086.0,115946.0,116032.0
2023-01-02 14:40:00,116027.0,116043.0,115854.0,115941.0
2023-01-02 14:45:00,115941.0,115957.0,115806.0,115822.0
2023-01-02 14:50:00,115822.0,115828.0,115693.0,115731.0
2023-01-02 14:55:00,115731.0,115817.0,115698.0,115768.0
2023-01-02 15:00:00,115774.0,115790.0,115483.0,115688.0
2023-01-02 15:05:00,115682.0,115742.0,115602.0,115672.0
2023-01-02 15:10:00,115677.0,115725.0,115612.0,115682.0
2023-01-02 15:15:00,115682.0,115860.0,115672.0,115790.0
2023-01-02 15:20:00,115785.0,115919.0,115785.0,115854.0
2023-01-02 15:25:00,115854.0,115930.0,115811.0,115919.0
2023-01-02 15:30:00,115914.0,115962.0,115720.0,115779.0
2023-01-02 15:35:00,115779.0,115833.0,115742.0,115795.0
2023-01-02 15:40:00,115801.0,115871.0,115779.0,115849.0
2023-01-02 15:45:00,115849.0,115903.0,115790.0,115806.0
2023-01-02 15:50:00,115811.0,115828.0,115607.0,115725.0
2023-01-02 15:55:00,115725.0,115742.0,115661.0,115736.0
2023-01-02 16:00:00,115731.0,115752.0,115580.0,115704.0
2023-01-02 16:05:00,115709.0,115736.0,115645.0,115650.0
2023-01-02 16:10:00,115650.0,115725.0,115639.0,115688.0
2023-01-02 16:15:00,115688.0,115715.0,115655.0,115688.0
2023-01-02 16:20:00,115693.0,115811.0,115666.0,115779.0
2023-01-02 16:25:00,115774.0,116064.0,115768.0,115935.0
2023-01-02 16:30:00,115935.0,116037.0,115822.0,115978.0
2023-01-02 16:35:00,115978.0,116107.0,115941.0,115994.0
2023-01-02 16:40:00,116000.0,116059.0,115914.0,115967.0
2023-01-02 16:45:00,115962.0,115994.0,115898.0,115946.0
2023-01-02 16:50:00,115941.0,116129.0,115941.0,115984.0
2023-01-02 16:55:00,115989.0,116021.0,115919.0,115978.0
2023-01-02 17:00:00,115984.0,115984.0,115844.0,115876.0
2023-01-02 17:05:00,115871.0,115903.0,115709.0,115715.0
2023-01-02 17:10:00,115709.0,115774.0,115677.0,115715.0
2023-01-02 17:15:00,115720.0,115801.0,115693.0,115736.0
2023-01-02 17:20:00,115731.0,115908.0,115725.0,115833.0
2023-01-02 17:25:00,115828.0,115919.0,115785.0,115854.0
2023-01-02 17:30:00,115854.0,115892.0,115742.0,115806.0
2023-01-02 17:35:00,115806.0,115892.0,115768.0,115892.0
2023-01-02 17:40:00,115892.0,115898.0,115795.0,115876.0
2023-01-02 17:45:00,115876.0,115978.0,115865.0,115914.0
2023-01-02 17:50:00,115919.0,115978.0,115876.0,115908.0
2023-01-02 17:55:00,115908.0,115946.0,115806.0,115908.0
2023-01-02 18:00:00,115903.0,115941.0,115828.0,115914.0
2023-01-02 18:05:00,115919.0,115967.0,115854.0,115892.0
2023-01-02 18:10:00,115887.0,115924.0,115838.0,115919.0
2023-01-02 18:15:00,115919.0,115946.0,115822.0,115871.0
2023-01-02 18:20:00,115860.0,115871.0,115569.0,115569.0
2023-01-03 09:00:00,116161.0,116263.0,115451.0,115801.0
2023-01-03 09:05:00,115806.0,115844.0,115569.0,115731.0
2023-01-03 09:10:00,115731.0,115806.0,115381.0,115698.0
2023-01-03 09:15:00,115704.0,115725.0,115203.0,115252.0
2023-01-03 09:20:00,115257.0,115435.0,115144.0,115316.0
2023-01-03 09:25:00,115316.0,115526.0,115193.0,115516.0
2023-01-03 09:30:00,115510.0,115844.0,115489.0,115709.0
2023-01-03 09:35:00,115715.0,115881.0,115666.0,115785.0
2023-01-03 09:40:00,115779.0,115881.0,115688.0,115747.0
2023-01-03 09:45:00,115747.0,115822.0,115602.0,115704.0
2023-01-03 09:50:00,115698.0,115941.0,115607.0,115650.0
2023-01-03 09:55:00,115650.0,115801.0,115462.0,115736.0
2023-01-03 10:00:00,115736.0,116032.0,115704.0,116027.0
2023-01-03 10:05:00,116021.0,116097.0,115704.0,115747.0
2023-01-03 10:10:00,115747.0,115876.0,115386.0,115446.0
2023-01-03 10:15:00,115446.0,115526.0,115230.0,115472.0
2023-01-03 10:20:00,115472.0,115591.0,114983.0,115349.0
2023-01-03 10:25:00,115349.0,115494.0,115047.0,115069.0
2023-01-03 10:30:00,115069.0,115187.0,114854.0,114908.0
2023-01-03 10:35:00,114913.0,115247.0,114827.0,115010.0
2023-01-03 10:40:00,115010.0,115193.0,114606.0,115117.0
2023-01-03 10:45:00,115112.0,115220.0,114838.0,115160.0
2023-01-03 10:50:00,115166.0,115268.0,114934.0,115150.0
2023-01-03 10:55:00,115150.0,115343.0,115053.0,115166.0
2023-01-03 11:00:00,115171.0,115284.0,114967.0,115021.0
2023-01-03 11:05:00,115026.0,115031.0,114665.0,115004.0
2023-01-03 11:10:00,115010.0,115112.0,114579.0,114752.0
2023-01-03 11:15:00,114746.0,115053.0,114719.0,115026.0
2023-01-03 11:20:00,115026.0,115268.0,115015.0,115150.0
2023-01-03 11:25:00,115150.0,115424.0,115150.0,115252.0
2023-01-03 11:30:00,115257.0,115650.0,115230.0,115596.0
2023-01-03 11:35:00,115602.0,115650.0,115171.0,115585.0
2023-01-03 11:40:00,115585.0,115978.0,115553.0,115790.0
2023-01-03 11:45:00,115790.0,115892.0,115645.0,115752.0
2023-01-03 11:50:00,115752.0,115941.0,115704.0,115752.0
2023-01-03 11:55:00,115752.0,115785.0,115467.0,115467.0
2023-01-03 12:00:00,115467.0,115639.0,115376.0,115403.0
2023-01-03 12:05:00,115408.0,115478.0,115230.0,115306.0
2023-01-03 12:10:00,115300.0,115338.0,115096.0,115107.0
2023-01-03 12:15:00,115107.0,115220.0,114886.0,114967.0
2023-01-03 12:20:00,114961.0,115080.0,114881.0,115010.0
2023-01-03 12:25:00,115004.0,115069.0,114827.0,115058.0
2023-01-03 12:30:00,115053.0,115058.0,114848.0,114999.0
2023-01-03 12:35:00,114999.0,115263.0,114988.0,115193.0
2023-01-03 12:40:00,115193.0,115413.0,115139.0,115338.0
2023-01-03 12:45:00,115338.0,115440.0,115203.0,115424.0
2023-01-03 12:50:00,115424.0,115542.0,115349.0,115370.0
2023-01-03 12:55:00,115370.0,115591.0,115343.0,115564.0
2023-01-03 13:00:00,115559.0,115704.0,115478.0,115559.0
2023-01-03 13:05:00,115559.0,115591.0,115236.0,115268.0
2023-01-03 13:10:00,115268.0,115349.0,115144.0,115225.0
2023-01-03 13:15:00,115220.0,115236.0,115064.0,115117.0
2023-01-03 13:20:00,115123.0,115128.0,114934.0,115015.0
2023-01-03 13:25:00,115015.0,115058.0,114924.0,115037.0
2023-01-03 13:30:00,115031.0,115047.0,114752.0,114768.0
2023-01-03 13:35:00,114762.0,114848.0,114515.0,114821.0
2023-01-03 13:40:00,114816.0,114891.0,114698.0,114843.0
2023-01-03 13:45:00,114838.0,114940.0,114719.0,114934.0
2023-01-03 13:50:00,114924.0,114961.0,114821.0,114908.0
2023-01-03 13:55:00,114908.0,114908.0,114612.0,114703.0
2023-01-03 14:00:00,114708.0,114821.0,114665.0,114768.0
2023-01-03 14:05:00,114762.0,114865.0,114703.0,114821.0
2023-01-03 14:10:00,114827.0,114865.0,114628.0,114671.0
2023-01-03 14:15:00,114671.0,114924.0,114558.0,114821.0
2023-01-03 14:20:00,114821.0,115026.0,114821.0,114956.0
2023-01-03 14:25:00,114956.0,115166.0,114924.0,115117.0
2023-01-03 14:30:00,115117.0,115295.0,115064.0,115263.0
2023-01-03 14:35:00,115268.0,115273.0,114977.0,114977.0
2023-01-03 14:40:00,114977.0,114999.0,114682.0,114708.0
2023-01-03 14:45:00,114708.0,114719.0,114370.0,114396.0
2023-01-03 14:50:00,114402.0,114622.0,114386.0,114612.0
2023-01-03 14:55:00,114612.0,114719.0,114499.0,114687.0
2023-01-03 15:00:00,114682.0,114746.0,114574.0,114719.0
2023-01-03 15:05:00,114714.0,114795.0,114671.0,114692.0
2023-01-03 15:10:00,114692.0,114848.0,114665.0,114789.0
2023-01-03 15:15:00,114789.0,114881.0,114730.0,114816.0
2023-01-03 15:20:00,114811.0,114897.0,114746.0,114821.0
2023-01-03 15:25:00,114821.0,114902.0,114784.0,114827.0
2023-01-03 15:30:00,114832.0,114854.0,114719.0,114784.0
2023-01-03 15:35:00,114784.0,114994.0,114746.0,114784.0
2023-01-03 15:40:00,114778.0,114886.0,114735.0,114854.0
2023-01-03 15:45:00,114854.0,114886.0,114725.0,114821.0
2023-01-03 15:50:00,114816.0,114854.0,114671.0,114838.0
2023-01-03 15:55:00,114843.0,114870.0,114719.0,114741.0
2023-01-03 16:00:00,114735.0,114795.0,114676.0,114725.0
2023-01-03 16:05:00,114730.0,114773.0,114601.0,114644.0
2023-01-03 16:10:00,114639.0,114703.0,114542.0,114665.0
2023-01-03 16:15:00,114665.0,114708.0,114617.0,114665.0
2023-01-03 16:20:00,114660.0,114665.0,114251.0,114273.0
2023-01-03 16:25:00,114273.0,114445.0,114224.0,114423.0
2023-01-03 16:30:00,114429.0,114445.0,114122.0,114213.0
2023-01-03 16:35:00,114208.0,114240.0,113971.0,114041.0
2023-01-03 16:40:00,114036.0,114101.0,113885.0,114090.0
2023-01-03 16:45:00,114084.0,114257.0,114068.0,114240.0
2023-01-03 16:50:00,114246.0,114246.0,114009.0,114068.0
2023-01-03 16:55:00,114074.0,114095.0,113805.0,113826.0
2023-01-03 17:00:00,113826.0,113939.0,113735.0,113864.0
2023-01-03 17:05:00,113864.0,113896.0,113638.0,113724.0
2023-01-03 17:10:00,113729.0,113794.0,113466.0,113568.0
2023-01-03 17:15:00,113562.0,113654.0,113525.0,113552.0
2023-01-03 17:20:00,113546.0,113595.0,113175.0,113277.0
2023-01-03 17:25:00,113277.0,113385.0,113218.0,113326.0
2023-01-03 17:30:00,113326.0,113482.0,113310.0,113439.0
2023-01-03 17:35:00,113439.0,113455.0,113342.0,113385.0
2023-01-03 17:40:00,113380.0,113762.0,113363.0,113692.0
2023-01-03 17:45:00,113697.0,113708.0,113224.0,113299.0
2023-01-03 17:50:00,113293.0,113417.0,113137.0,113363.0
2023-01-03 17:55:00,113369.0,113380.0,113229.0,113331.0
2023-01-03 18:00:00,113331.0,113503.0,113245.0,113471.0
2023-01-03 18:05:00,113466.0,113503.0,113180.0,113245.0
2023-01-03 18:10:00,113240.0,113272.0,112954.0,113073.0
2023-01-03 18:15:00,113067.0,113137.0,112960.0,113019.0
2023-01-03 18:20:00,113024.0,113084.0,112954.0,112987.0
2023-01-04 09:00:00,113579.0,113982.0,113536.0,113616.0
2023-01-04 09:05:00,113622.0,113794.0,113444.0,113751.0
2023-01-04 09:10:00,113751.0,113772.0,113584.0,113702.0
2023-01-04 09:15:00,113702.0,113901.0,113611.0,113885.0
2023-01-04 09:20:00,113880.0,113901.0,113552.0,113589.0
2023-01-04 09:25:00,113589.0,113794.0,113482.0,113675.0
2023-01-04 09:30:00,113675.0,113788.0,113649.0,113686.0
2023-01-04 09:35:00,113681.0,113751.0,113530.0,113751.0
2023-01-04 09:40:00,113745.0,113821.0,113675.0,113788.0
2023-01-04 09:45:00,113783.0,113821.0,113665.0,113745.0
2023-01-04 09:50:00,113745.0,113934.0,113675.0,113853.0
2023-01-04 09:55:00,113853.0,113907.0,113681.0,113826.0
2023-01-04 10:00:00,113821.0,114084.0,113735.0,113815.0
2023-01-04 10:05:00,113821.0,114020.0,113702.0,113724.0
2023-01-04 10:10:00,113729.0,113869.0,113611.0,113675.0
2023-01-04 10:15:00,113681.0,113853.0,113476.0,113675.0
2023-01-04 10:20:00,113675.0,114160.0,113595.0,114090.0
2023-01-04 10:25:00,114090.0,114278.0,113977.0,114165.0
2023-01-04 10:30:00,114160.0,114386.0,113988.0,114337.0
2023-01-04 10:35:00,114337.0,114348.0,114031.0,114246.0
2023-01-04 10:40:00,114246.0,114246.0,113934.0,114133.0
2023-01-04 10:45:00,114133.0,114219.0,114004.0,114181.0
2023-01-04 10:50:00,114181.0,114267.0,113783.0,113788.0
2023-01-04 10:55:00,113788.0,114020.0,113762.0,113885.0
2023-01-04 11:00:00,113891.0,113896.0,113503.0,113595.0
2023-01-04 11:05:00,113600.0,113799.0,113552.0,113783.0
2023-01-04 11:10:00,113778.0,113794.0,113358.0,113476.0
2023-01-04 11:15:00,113476.0,113675.0,113272.0,113541.0
2023-01-04 11:20:00,113536.0,113745.0,113374.0,113433.0
2023-01-04 11:25:00,113439.0,113659.0,113433.0,113616.0
2023-01-04 11:30:00,113616.0,113826.0,113487.0,113670.0
2023-01-04 11:35:00,113670.0,113788.0,113471.0,113735.0
2023-01-04 11:40:00,113729.0,113891.0,113665.0,113745.0
2023-01-04 11:45:00,113751.0,113934.0,113751.0,113923.0
2023-01-04 11:50:00,113923.0,114036.0,113875.0,113950.0
2023-01-04 11:55:00,113950.0,113993.0,113686.0,113778.0
2023-01-04 12:00:00,113772.0,113993.0,113632.0,113686.0
2023-01-04 12:05:00,113686.0,113718.0,113293.0,113336.0
2023-01-04 12:10:00,113342.0,113412.0,113148.0,113369.0
2023-01-04 12:15:00,113363.0,113686.0,113288.0,113573.0
2023-01-04 12:20:00,113573.0,113735.0,113476.0,113708.0
2023-01-04 12:25:00,113713.0,113901.0,113611.0,113896.0
2023-01-04 12:30:00,113896.0,113955.0,113799.0,113907.0
2023-01-04 12:35:00,113907.0,114197.0,113875.0,114117.0
2023-01-04 12:40:00,114117.0,114160.0,113955.0,113993.0
2023-01-04 12:45:00,113998.0,114052.0,113778.0,113799.0
2023-01-04 12:50:00,113805.0,113928.0,113686.0,113821.0
2023-01-04 12:55:00,113826.0,114251.0,113805.0,114246.0
2023-01-04 13:00:00,114246.0,114752.0,114235.0,114348.0
2023-01-04 13:05:00,114353.0,114805.0,114257.0,114784.0
2023-01-04 13:10:00,114789.0,115214.0,114752.0,115064.0
2023-01-04 13:15:00,115064.0,115134.0,114768.0,114800.0
2023-01-04 13:20:00,114800.0,114827.0,114439.0,114504.0
2023-01-04 13:25:00,114504.0,114703.0,114434.0,114687.0
2023-01-04 13:30:00,114692.0,114784.0,114601.0,114633.0
2023-01-04 13:35:00,114644.0,114660.0,114466.0,114526.0
2023-01-04 13:40:00,114520.0,114574.0,114407.0,114450.0
2023-01-04 13:45:00,114456.0,114563.0,114343.0,114542.0
2023-01-04 13:50:00,114547.0,114579.0,114418.0,114483.0
2023-01-04 13:55:00,114488.0,114622.0,114402.0,114574.0
2023-01-04 14:00:00,114574.0,114897.0,114547.0,114848.0
2023-01-04 14:05:00,114848.0,114934.0,114714.0,114891.0
2023-01-04 14:10:00,114891.0,114908.0,114708.0,114714.0
2023-01-04 14:15:00,114708.0,115026.0,114595.0,114768.0
2023-01-04 14:20:00,114768.0,114945.0,114719.0,114805.0
2023-01-04 14:25:00,114805.0,114854.0,114746.0,114773.0
2023-01-04 14:30:00,114768.0,114843.0,114660.0,114784.0
2023-01-04 14:35:00,114784.0,114843.0,114606.0,114827.0
2023-01-04 14:40:00,114827.0,115150.0,114741.0,115117.0
2023-01-04 14:45:00,115123.0,115160.0,114951.0,115004.0
2023-01-04 14:50:00,115004.0,115047.0,114789.0,114945.0
2023-01-04 14:55:00,114945.0,115085.0,114870.0,115037.0
2023-01-04 15:00:00,115037.0,115037.0,114757.0,115010.0
2023-01-04 15:05:00,115010.0,115021.0,114902.0,114913.0
2023-01-04 15:10:00,114918.0,114945.0,114800.0,114870.0
2023-01-04 15:15:00,114870.0,114967.0,114795.0,114902.0
2023-01-04 15:20:00,114908.0,114929.0,114719.0,114795.0
2023-01-04 15:25:00,114795.0,114902.0,114735.0,114811.0
2023-01-04 15:30:00,114811.0,114870.0,114762.0,114848.0
2023-01-04 15:35:00,114848.0,114940.0,114789.0,114789.0
2023-01-04 15:40:00,114789.0,114838.0,114719.0,114741.0
2023-01-04 15:45:00,114741.0,115037.0,114730.0,114999.0
2023-01-04 15:50:00,115004.0,115058.0,114897.0,114918.0
2023-01-04 15:55:00,114918.0,115193.0,114843.0,114972.0
2023-01-04 16:00:00,114967.0,115107.0,114660.0,114800.0
2023-01-04 16:05:00,114795.0,114999.0,114746.0,114800.0
2023-01-04 16:10:00,114795.0,114821.0,114612.0,114660.0
2023-01-04 16:15:00,114660.0,114891.0,114649.0,114865.0
2023-01-04 16:20:00,114865.0,114881.0,114633.0,114703.0
2023-01-04 16:25:00,114703.0,114708.0,114230.0,114251.0
2023-01-04 16:30:00,114251.0,114456.0,114197.0,114413.0
2023-01-04 16:35:00,114413.0,114590.0,114370.0,114558.0
2023-01-04 16:40:00,114558.0,114671.0,114472.0,114569.0
2023-01-04 16:45:00,114569.0,114762.0,114536.0,114735.0
2023-01-04 16:50:00,114735.0,114897.0,114676.0,114875.0
2023-01-04 16:55:00,114870.0,115069.0,114848.0,114951.0
2023-01-04 17:00:00,114951.0,114961.0,114773.0,114886.0
2023-01-04 17:05:00,114881.0,114924.0,114708.0,114773.0
2023-01-04 17:10:00,114773.0,114854.0,114660.0,114816.0
2023-01-04 17:15:00,114811.0,114816.0,114649.0,114708.0
2023-01-04 17:20:00,114703.0,114859.0,114601.0,114843.0
2023-01-04 17:25:00,114843.0,114967.0,114800.0,114843.0
2023-01-04 17:30:00,114843.0,114843.0,114703.0,114789.0
2023-01-04 17:35:00,114784.0,114795.0,114644.0,114676.0
2023-01-04 17:40:00,114676.0,114682.0,114574.0,114617.0
2023-01-04 17:45:00,114612.0,114757.0,114595.0,114741.0
2023-01-04 17:50:00,114741.0,114795.0,114692.0,114725.0
2023-01-04 17:55:00,114725.0,114956.0,114676.0,114875.0
2023-01-04 18:00:00,114881.0,114945.0,114821.0,114865.0
2023-01-04 18:05:00,114865.0,114929.0,114773.0,114875.0
2023-01-04 18:10:00,114875.0,115004.0,114859.0,114918.0
2023-01-04 18:15:00,114918.0,115010.0,114902.0,114972.0
2023-01-04 18:20:00,114972.0,114999.0,114891.0,114999.0
2023-01-05 09:00:00,115440.0,115623.0,115273.0,115311.0
2023-01-05 09:05:00,115311.0,115537.0,115290.0,115349.0
2023-01-05 09:10:00,115343.0,115472.0,115117.0,115467.0
2023-01-05 09:15:00,115467.0,115564.0,115284.0,115327.0
2023-01-05 09:20:00,115327.0,115462.0,115230.0,115333.0
2023-01-05 09:25:00,115338.0,115381.0,115198.0,115349.0
2023-01-05 09:30:00,115349.0,115499.0,115252.0,115456.0
2023-01-05 09:35:00,115462.0,115553.0,115343.0,115435.0
2023-01-05 09:40:00,115435.0,115467.0,115359.0,115381.0
2023-01-05 09:45:00,115376.0,115413.0,115257.0,115284.0
2023-01-05 09:50:00,115279.0,115510.0,115247.0,115510.0
2023-01-05 09:55:00,115510.0,115682.0,115472.0,115602.0
2023-01-05 10:00:00,115602.0,115666.0,115478.0,115553.0
2023-01-05 10:05:00,115553.0,115559.0,115327.0,115462.0
2023-01-05 10:10:00,115456.0,115833.0,115376.0,115758.0
2023-01-05 10:15:00,115758.0,115865.0,115343.0,115489.0
2023-01-05 10:20:00,115489.0,115564.0,115327.0,115521.0
2023-01-05 10:25:00,115526.0,115639.0,115359.0,115381.0
2023-01-05 10:30:00,115386.0,115456.0,115123.0,115300.0
2023-01-05 10:35:00,115295.0,115316.0,114762.0,114994.0
2023-01-05 10:40:00,114988.0,115295.0,114918.0,115290.0
2023-01-05 10:45:00,115284.0,115397.0,115193.0,115241.0
2023-01-05 10:50:00,115236.0,115295.0,114988.0,115047.0
2023-01-05 10:55:00,115053.0,115150.0,114859.0,115112.0
2023-01-05 11:00:00,115112.0,115333.0,115004.0,115322.0
2023-01-05 11:05:00,115322.0,115585.0,115311.0,115516.0
2023-01-05 11:10:00,115516.0,115618.0,115392.0,115591.0
2023-01-05 11:15:00,115596.0,115704.0,115440.0,115521.0
2023-01-05 11:20:00,115521.0,115645.0,115419.0,115559.0
2023-01-05 11:25:00,115564.0,115623.0,115349.0,115397.0
2023-01-05 11:30:00,115397.0,115795.0,115370.0,115785.0
2023-01-05 11:35:00,115785.0,116016.0,115693.0,115768.0
2023-01-05 11:40:00,115768.0,115785.0,115478.0,115537.0
2023-01-05 11:45:00,115537.0,115596.0,115290.0,115381.0
2023-01-05 11:50:00,115376.0,115795.0,115370.0,115752.0
2023-01-05 11:55:00,115747.0,115822.0,115510.0,115758.0
2023-01-05 12:00:00,115763.0,115763.0,115381.0,115564.0
2023-01-05 12:05:00,115564.0,115876.0,115489.0,115736.0
2023-01-05 12:10:00,115731.0,116129.0,115650.0,116032.0
2023-01-05 12:15:00,116037.0,116107.0,115785.0,115941.0
2023-01-05 12:20:00,115935.0,116129.0,115903.0,116011.0
2023-01-05 12:25:00,116016.0,116263.0,115941.0,116199.0
2023-01-05 12:30:00,116193.0,116382.0,116113.0,116204.0
2023-01-05 12:35:00,116204.0,116468.0,116161.0,116452.0
2023-01-05 12:40:00,116457.0,116688.0,116387.0,116635.0
2023-01-05 12:45:00,116635.0,116678.0,116473.0,116500.0
2023-01-05 12:50:00,116506.0,116791.0,116489.0,116688.0
2023-01-05 12:55:00,116694.0,116753.0,116608.0,116667.0
2023-01-05 13:00:00,116667.0,116731.0,116559.0,116581.0
2023-01-05 13:05:00,116575.0,116731.0,116570.0,116726.0
2023-01-05 13:10:00,116721.0,116914.0,116705.0,116839.0
2023-01-05 13:15:00,116839.0,116936.0,116748.0,116796.0
2023-01-05 13:20:00,116791.0,116850.0,116710.0,116726.0
2023-01-05 13:25:00,116726.0,116818.0,116635.0,116667.0
2023-01-05 13:30:00,116672.0,116791.0,116618.0,116726.0
2023-01-05 13:35:00,116726.0,116834.0,116678.0,116726.0
2023-01-05 13:40:00,116721.0,116785.0,116618.0,116624.0
2023-01-05 13:45:00,116624.0,116715.0,116613.0,116672.0
2023-01-05 13:50:00,116667.0,116705.0,116592.0,116624.0
2023-01-05 13:55:00,116624.0,116662.0,116522.0,116549.0
2023-01-05 14:00:00,116543.0,116629.0,116516.0,116554.0
2023-01-05 14:05:00,116554.0,116629.0,116506.0,116581.0
2023-01-05 14:10:00,116575.0,116656.0,116516.0,116543.0
2023-01-05 14:15:00,116538.0,116575.0,116441.0,116462.0
2023-01-05 14:20:00,116468.0,116522.0,116414.0,116489.0
2023-01-05 14:25:00,116489.0,116618.0,116441.0,116446.0
2023-01-05 14:30:00,116441.0,116543.0,116398.0,116527.0
2023-01-05 14:35:00,116527.0,116602.0,116468.0,116581.0
2023-01-05 14:40:00,116575.0,116602.0,116495.0,116543.0
2023-01-05 14:45:00,116538.0,116839.0,116522.0,116801.0
2023-01-05 14:50:00,116796.0,116947.0,116748.0,116888.0
2023-01-05 14:55:00,116888.0,117087.0,116844.0,116990.0
2023-01-05 15:00:00,116990.0,117038.0,116866.0,116979.0
2023-01-05 15:05:00,116979.0,117113.0,116925.0,117087.0
2023-01-05 15:10:00,117092.0,117124.0,117006.0,117044.0
2023-01-05 15:15:00,117038.0,117076.0,116963.0,117017.0
2023-01-05 15:20:00,117017.0,117329.0,116995.0,117323.0
2023-01-05 15:25:00,117318.0,117442.0,117253.0,117356.0
2023-01-05 15:30:00,117350.0,117404.0,117296.0,117323.0
2023-01-05 15:35:00,117318.0,117329.0,117162.0,117173.0
2023-01-05 15:40:00,117173.0,117216.0,117113.0,117178.0
2023-01-05 15:45:00,117178.0,117194.0,117081.0,117097.0
2023-01-05 15:50:00,117092.0,117189.0,117065.0,117092.0
2023-01-05 15:55:00,117092.0,117173.0,117065.0,117087.0
